316;MATHEMATICAL TECHNIQUES OF OPERATIONAL RESEARCH;GODDARD , L.S;519;V
317;KWANTITATIEVE ASPECTEN VAN INFORMATIE SYSTEMEN;STUART ,A.A VERRIJN;5.43;I
318;MODERN ALGEBRA AND TRIGONOMETRY;VANCE ,ELBRIDGE P;512;II
319;FUNDAMENTAL CONCEPS OF ELEMENTARY MATHEMATICS;BRUMFIEL ,CHARLES F;515.4;II
320;HEAT AND THERMODYNAMICS;ROBERT , J.K;621.401.1;V
321;AN INTRODUCTION TO THE HISTORY OF MATHEMATICS;EVES , HOWARD;510;II
322;ADVANCED CALCULUS;KAPLANE , WILFRED;515.15;II
323;MEETKUNDE DER KEGELSNEDEN;RUTGERS ,J.G;621.402.1;V
324;BOLDRIEHOEKSMETING;WIJDENES , P;511.324;II
325;STATISTICAL METHODS;WERT , JAMES E;519;V
326;BASIC MATHEMATICS;ANDRES ,PAUL G;510;II
327;LEERBOEK DER DIFFERENTIAL EN INTEGRALEEKENING;VRIES ,HK ,DE;515.353;II
328;PROGRAMMEREN DEEL 2 VAN ANALYSE TOT ALGORITME;BRON , C;5.133;I
329;INTEGRAL EQUATIONS;TRICOMI , F.G;519.54;V
330;DIFFERENTIAL GEOMETRY;STRUIK , DIRK J;510;II
331;WHAT IS MATHEMATICS?;COURANT ,RICHARD;510;II
332;STATIONARY RANDOM PROCESSES;ROZANOV , YU.A;519.23;V
333;SEQUENTIAL ANALYSIS;WALD  , ABRAHAM;510;II
334;STATISTICAL THEORY IN RESEARCH;ANDERSON , R.L;519.53;V
335;AN INTRODUCTION TO MULTIVARIATE STATISTICAL ANALYSIS;ANDERSON , T.W;519.5;V
336;APPLIED REGRESSION ANALYSIS;DRAPER , N.R;519.53;V
337;STATISTICAL COMPUTATIONS ON A DIGITAL COMPUTER;HEMMERLE ,WILLIAM J;519.73;V
338;EMPIRICAL PROCESSES WITH APPLICATIONS TO STATISTICS;SHORACK , GALEN R;519.5;V
339;STOCHASTIC DIFFERENTIAL EQUATIONS;GIHMAN , I ,I;519.2;V
340;MODERN PROBABILITY THEORY;BHAT , B RAMDAS;519.2;V
341;PROBABILITY THEORY;LOEVE , MICHAEL;519.2;V
342;PRINCIPLES OF MATHEMATICAL ANALYSIS;RUDIN , WALTER;519;V
343;ELEMENTARY NUMERICAL ANAYSIS;CONTE SAMUEL;519.4;V
344;AN INTRODUCTION TO PROBABILITY THEORY AND MATHEMATICAL STATISTICS;ROHATGI , V. K;519.2;V
345;AN INTRODUCTION TO LINEAR STATISTICAL MODELS;GRAYBILL , FRANKLIN A;519;V
346;ELEMENTARY DIFFERENTIAL EQUATIONS;MARTIN ,WILLIAM TED;515.35;II
347;A PRACTICAL INTRODUCTION TO MEASUREMENT AND EVALUTION;REMMERS , H.H;519;V
348;APPLIED MATHEMATICS FOR ENGINEERS AND PHYSICISTS;PIPES , LOUIS A;519.8;V
349;DIFFERENTIAL AND INTEGRAL CALCULUS;COURANT , R;515.43;II
350;DIFFERENTIAL AND INTEGRAL CALKCULUS;COURANT , R;515.43;II
351;A. FIRST COURSE IN PARTIAL DIFFERENTIAL EQUATIONS;WEINBERGER ,H.F;515.353;II
352;THE DESIGN AND ANALYSIS OF EXPERIMENTS;KEMPTHORNE , OSCAR;519;V
353;REAL ANALYSIS AND PROBABILITY;ASH , ROBERT B;519.2;V
354;INTRODUCTION TO MEASURE AND INTEGRATION;MUNROE , M.E;515.42;II
355;LINEAR ALGEBRA;CURTIS ,CHARLES W;512.5;II
356;AN INTRODUCTION TO THE FINITE ELEMENT METHOD;REDDY , J.N;515;II
357;INTRODUCTION TO OPERATIONS RESEARCH;CHURCHMAN , C WEST;519;V
358;MATEMATIKA PENDAHULUAN;KOESMARTONO;510;II
359;KALKULUS PERUBAH BANYAK DAN PENGGUNAANNYA;BUDHI , WONO SETYA D;515;II
360;SAMPLING THEORY;RAJ , DES;519.52;V
361;LINEAR ALGEBRA WITH APPLICATIONS;LEON , STEVEN J;512.5;II
362;A.COURSE IN THE THEORY OF STOCHASTIC PROCESSES;WENTZELL ,A.D;519.2;V
363;SAMPLING TECHNIQUES;COCHRAN ,WILLIAM G;519.52;V
364;VECTOR ANALYSIS;PHILLIPS , H.B;516;II
365;TESTING STATISTICAL HYPOTHESES;LEHMANN ,E.L;519;V
366;MATHEMATICAL ANALYSIS;APOSTOL , TOM R;516;II
367;TIME SERIES ANALYSIS;CRYR ,JONATHAN D.;519.5'5;V
368;ELEMENTS OF ORDINARY DIFFERENTIAL EQUATIONS;KAPLAN , WILFRED;515.352;II
369;MATEMATIKA ASURANSI JIWA BAGIAN I;FUTAMI , TAKASHI;519;V
370;MATEMATIKA ASURANSI JIWA BAGIAN II;FUTAMI , TAKASHI;519;V
371;ANALYTIC GEOMETRY AND THE CALCULUS;GOODMAN A.W;516.3;II
372;INTERACTIVE OPERATIONS RESEARCH WITH MAPLE METHODS AND MODELS;PARLAR MAHMUT;658.4'034'02851;V
373;DASAR-DASAR PENELITIAN & BIDANG NON EKSAKTA LAINNYA;RUSEFFENDI , H.E.T;1.422;I
374;INTRODUCTION TO SOCIAL RESEARCH;PUNCH , KEITH F;519;V
375;DIFFERENTIAL GEOMETRY OF CURVES AND SURVACES;CARMO ,MANFREDO P.D;516.36;II
376;DIFFERENTIAL GEOMETRY OF CURVES AND SURFACES;CARMO ,MANFREDO P.D;516.36;II
377;MATHEMATICS A CONCISE HISTORY AND PHILOSOPHY;ANGLIN , W.S;510'9;II
378;MATHEMATICS A CONCISE HISTORY AND PHILOSOPHY;ANGLIN , W.S;510'9;II
379;ASPECTS OF COMBINATORICS;BRYANT , VICTOR;511.6;II
380;ASPECTS OF COMBINATORICS;BRYANT , VICTOR;511.6;II
381;EUCLIDEAN AND NON EUCLIDEAN GEOMETRY AN ANALYTIC APPROACH;RYAN , PATRICK J;512;II
382;EUCLIDEAN AND NON EUCLIDEAN GEOMETRY AN ANALYTIC APPROACH;RYAN , PATRICK J;514;II
383;EUCLIDEAN AND NON EUCLIDEAN GEOMETRY AN ANALYTIC APPROACH;RYAN , PATRICK J;514;II
384;ELEMENTARY DIFFERENTIAL EQUATIONS WITH BOUNDARY VALUE PROBLEMS.FTHIRD EDITION;EDWARDS , C HENRY;515.35;II
385;ELEMENTARY DIFFERENTIAL EQUATIONS WITH BOUNDARY VALUE PROBLEMS;BOYCE WILLIAM E;515.36;II
386;ADVANCED ENGINEERING MATHEMATICS 8 TH. EDITION;KREYSZIG ,ERWIN;515.35;II
387;ADVANCED ENGINEERING MATHEMATICS 8 TH. EDITION;KREYSZIG ,ERWIN;515.35;II
388;DISCRETE MATHEMATICS AND ITS APPLICATIONS FIFTH EDITION;ROSEN , KENNETH H;511;II
389;DISCRETE MATHEMATICS AND ITS APPLICATIONS FIOURTH EDITION;ROSEN , KENNETH H;511;II
390;OPERATING SYSTEM CONCEPTS;SILBERSCHATZ ,ABRAHAM;5.43;I
391;OPERATING SYSTEM CONCEPTS;SILBERSCHATZ ,GALVIN;5.43;I
392;MATHEMATICAL BIOLOGY 2ND EDITION. VOL.19 CORRECTED EDITION;MURRAY , J.D;570'1'5118;V
393;MATHEMATICAL BIOLOGY :I SPATIAL MODELS AND BIOMEDICAL APPLICATIONS THIRD EDITION;MURRAY , J.D;570.1'5118;V
394;BASIC ALGEBRA (GROUP. RINGS AND FIELDS);COHN , P.M;512;II
395;STATISTICS FOR SPATIAL DATA REVISED. EDITION;CRESSIE , NOEL A.C;519.5;V
396;STATISTICS FOR SPATIAL DATA REVISED. EDITION;CRESSIE , NOEL A.C;519.5;V
397;102 COMBINATORIAL PROBLEMS;ANDREESCU TITU;511.6;II
398;LINEAR AND NONLINEAR PROGRAMMING;NASH , STEPHEN G;519.7;V
399;LINEAR AND NONLINEAR PROGRAMMING;NASH , STEPHEN G;519.7;V
400;SOFTWARE ENGINEERING ECONOMICS;BOEHM ,BARRY W;001.64'25;I
401;CODING THEORY. CRYPTOGRAPHY AND RELATED AREAS;BUCHANAN ,JAMES L;550;V
402;ELEMENT OF FUNCTIONAL ANALYSIS;HIRSCH ,FRANCIS;515.7;II
403;AN INTRODUCTION TO MAPLE V;CORNIL , JACK MICHEL;510'285;II
404;NUMERICAL METHODS FOR OPTIMAL CONTROL PROBLEMS WITH STATE CONTRAINS;PYTLAK , RADOSLAW;510;II
405;NUMERICAL METHODS FOR OPTIMAL CONTROL PROBLEMS WITH STATE CONTRAINTS;PYTLAK , RADOSLAW;510;II
406;TIME SERIES ANALYSIS;HAMILTON , JAMES D;519.5'5;V
407;TIME SERIES ANALYSIS;HAMILTON , JAMES D;519.5'5;V
408;TEACHING UNDERGRADUATE MATHEMATICS;BURN , BOB;510.71;II
409;TEACHING UNDERGRADUATE MATHEMATICS;BURN , BOB;510.71;II
410;STOCHASTIC PROCESSES IN EPIDEMIOLOGY;MODE , CHARLES J;519.23;V
411;STOCHASTIC MODELS WITH APPLICATIONS TO GENETICS.CANCERS.AIDS AND OTHER BIOMEDICAL SYSTEMS. VOL.IV;WAI , TAN;519.23;V
412;STOCHASTIC MODELING OF AIDS EPIDEMIOLOGY AND HIV PATHOGENESIS;WAI ,TAN;519.23;V
413;KALKULUS DAN GEOMETRI ANALITIS JILID I EDISI KELIMA;PURCELL , EDWIN J;515.15;II
414;KALKULUS DAN GEOMETRI ANALITIS JILID I EDISI KELIMA;PURCELL , EDWIN J;515.15;II
415;KALKULUS DAN GEOMETRI ANALITIS JILID I EDISI KELIMA;PURCELL , EDWIN J;515.15;II
416;KALKULUS DAN GEOMETRI ANALITIS JILID II;PURCELL , EDWIN J;515.15;II
417;KALKULUS DAN GEOMETRI ANALITIS JILID II;PURCELL , EDWIN J;515.15;II
418;KALKULUS DAN GEOMETRI ANALITIS JILID II;PURCELL , EDWIN J;515.15;II
419;KALKULUS EDISI KEEMPAT : JILID II;STEWART , JAMES;515;II
420;KALKULUS EDISI KEEMPAT : JILID II;STEWART , JAMES;515;II
421;KALKULUS EDISI KEEMPAT : JILID II;STEWART , JAMES;515;II
422;ALJABAR LINEAR EDISI KELIMA;ANTON HOWARD;512.5;II
423;KALKULUS PEUBAH BANYAK DAN PENGGUNAANNYA;BUDHI , WONO SETYA;515;II
424;KALKULUS PEUBAH BANYAK DAN PENGGUNAANNYA;BUDHI , WONO SETYA;515;II
425;KALKULUS PEUBAH BANYAK DAN PENGGUNAANNYA;BUDHI , WONO SETYA;515;II
426;DASAR-DASAR ALJABAR LINEAR EDISI KE 7 JILID I;ANTON , HOWARD;512.5;II
427;DASAR-DASAR ALJABAR LINEAR EDISI KE 7 JILID 2;ANTON , HOWARD;512.5;II
428;DASAR-DASAR ALJABAR LINEAR  EDISI KE 7 JILID 2;ANTON , HOWARD;512.5;II
429;DASAR-DASAR ALJABAR LINEAR  EDISI KE 7 JILID I;ANTON , HOWARD;512.5;II
430;ALJABAR LINEAR;BUDHI , WONO SETYA;512.5;II
431;ALJABAR LINEAR;BUDHI , WONO SETYA;512.5;II
432;BELIEFS : AHIDDEN VARIABLE IN MAHTEMATICS EDUCATION;LEDER GILAH C;510;II
433;TRANSITIONS BETWEEN CONTEXTS OF MATHEMATICAL PRACTICES;ABREU GUIDA DE;510;II
434;WHAT COUNTS AS MATHEMATCS? TECHNOLOGIES OF POWER IN ADULT AND VOCATIONAL EDUCATION;E GUIDA;510;II
435;ADVANCED MATHEMATICAL THIKING;TALL DAVID;510.71;II
436;DEVELOPING MATHEMATICS THROUGH APPLICATIONS INTERMEDIATE;CRISLER NANCY;510;II
437;APPLIED PARTIAL DIFFERENTIAL EQUATIONS.REVISED EDITION;OCKENDON ,JOHN;515.353;II
438;DATA BASE SYSTEM CONCEPTS 4TH EDITION;SILBERSCHARZ , ABRAHAM;5.74;I
439;DATA BASE SYSTEM CONCEPTS 4TH EDITION;SILBERSCHARZ , ABRAHAM;5.74;I
440;MATHEMATICAL BIOLOGY;MURRAY , J.D;570'1'5118;V
441;MODERN DIFFERENTIAL GEOMETRY OF CURVES AND SURVACES WITH MATHEMATICA;GRAY ,ALFRED;516.36;II
442;NUMERICAL METHODS FOR MATHEMATICS SCIENCE AND ENGINEERING SECOND. EDITION;MATHEWS ,JOHN H;519.4;V
443;THE ANALYTIC HIERARCHY PROCESS;SAATY , THOMAS L;153'83018;V
444;INTRODUCTIOPN TO THE FOUNDATIONS OF MATHEMATICS;WILDER , RAYMOND  L;515;II
445;DIKTAT KULIAH KALKULUS PEUBAH BANYAK;BUDHI , WONO SETYA;515;II
446;APPLIED MATHEMATICS FOR ENGINEERS AND PHYSICISTS;PIPES , LOUIS A;519.8;V
447;LINEAR PROGRAMMING;HADLEY , G;519;V
448;ANALISIS DAN PERANCANGAN SISTEM;KENDALL ,KENNETH E;658;V
449;ORGANISASI DAN ARSITEKTUR KOMPUTER;STALLINGS , WILLIAM;4.22;I
450;PEMROGRAMAN C++;KADIR , ABDUL;5.362;I
451;KALKULUS;MARTONO , KOKO;515;II
452;KALKULUS;MARTONO , KOKO;515;II
453;KALKULUS;MARTONO , KOKO;515;II
454;KALKULUS;MARTONO , KOKO;515;II
455;KALKULUS PEUBAH BANYAK DAN PENGGUNAANNYA;BUDHI , WONO SETYA;515;II
456;KALKULUS PEUBAH BANYAK DAN PENGGUNAANNYA;BUDHI , WONO SETYA;515;II
457;KALKULUS PEUBAH BANYAK DAN PENGGUNAANNYA;BUDHI , WONO SETYA;515;II
458;METHODS OF GEOMETRY;SMITH ,JAMES T;516;II
459;ELEMENTS OF ALGEBRAIC CODING THEORY;VERMANI ,LEKH R;512.5;II
460;CONTEMPORARY LINEAR ALGEBRA;ANTON ,HOWARD;512.5;II
461;LINEAR ALGEBRA MODULES FOR INTERACTIVE LEARNING USING MAPLE 6;HERMAN ,EUGENE A;512.5'0285;II
462;DISCRETE MATHEMATICS AND ITS APPLICATIONS;ROSEN , KENNETH H;511;II
463;DISCRETE MATHEMATICS WITH COMBINATORIC;ANDERSON ,JAMES A;510;II
464;INFORMATION AND CODING THEORY;JONES ,GARETH A;3.54;I
465;INTRODUCTION TO ALGORITHMS;CORMEN ,THOMAS H;5.1;I
466;CALCULUS.CONCEPT AND COMPUTERS;DUBINSKY ,ED;515.15;II
467;INTRODUCTION TO THE MATHEMATICS OF DEMOGRAPHY;BROWN ,ROBERT L;304.6'01'51;V
468;INTRODUCTION TO ALGORITHMS;CORMEN ,THOMAS H;5.1;I
469;MATEMATIKA DISKRIT. EDISI KEDUA;MUNIR ,RINALDI;510;II
470;PENGENALAN TEKNOLOGI INFORMASI;KADIR , ABDUL;658.403.8;V
471;LOGIKA MATEMATIKA;HENDROWATI , RETNO;510;II
472;VISUALISASI DAN SIMULASI FISIKA DENGAN APLIKASI PROGRAM MAPLE;TUNG , KHOE YAO;5.369;I
473;SISTEM OPERASI LANJUT;HARIYANTO , BAMBANG;5.43;I
474;ORGANISASI DAN ARSITEKTUR KOMPUTER;STALLINGS , WILLIAM;4.22;I
475;KOMUNIKASI DATA DAN KOMPUTER JARINGAN KOMPUTER;STALLINGS , WIILIAM;4.63;I
476;KOMUNIKASI DATA DAN KOMPUTER DASAR-DASAR KOMUNIKASI DATA;STALLINGS , WILLIAM;4.6;I
477;C++ MENGUNGKAP RAHASIA PEMROGRAMAN DALAM C++;RAHARJO , BUDI;5.362;I
478;PENGOLAHAN CITRA DIGITAL DENGAN PENDEKATAN ALGORITMIK;MUNIR , RINALDI;6.37;I
479;SISTEM OPERASI;HARIYANTO , BAMBANG;5.43;I
480;METODE NUMERIK;MUNIR , RINALDI;515.6;II
481;ALGORITMA DAN PEMROGRAMAN DALAM BAHASA PASCAL DAN C;MUNIR , RINALDI;5.362;I
482;ALGORITMA DAN PEMROGRAMAN DALAM BAHASA PASCAL DAN C;MUNIR , RINALDI;5.133;I
483;ALGORITMA DAN PEMROGRAMAN DALAM BAHASA PASCAL DAN C;MUNIR , RINALDI;5.133;I
484;ALGORITMA DAN PEMROGRAMAN DALAM BAHASA PASCAL DAN C;MUNIR , RINALDI;5.133;I
485;SISTEM BASIS DATA;FATHANSYAH;5.7;I
486;BASIS DATA;FATHANSYAH;5.7;I
487;STRUKTUR DATA;HARIYANTO ,BAMBANG;5.7;I
488;ALJABAR LINEAR ELEMENTER. EDISI KELIMA;ANTON , HOWARD;512.5;II
489;ALJABAR LINEAR ELEMENTER. EDISI KELIMA;ANTON , HOWARD;512.5;II
490;KALKULUS PEUBAH BANYAK DAN PENGGUNAANNYA;BUDHI , WONO SETYA;515;II
491;KALKULUS DAN GEOMETRI ANALITIS JILID I EDISI KELIMA;PURCELL , EDWIN J;515.15;II
492;KALKULUS DAN GEOMETRI ANALITIS JILID I EDISI KELIMA;PURCELL , EDWIN J;515.15;II
493;KALKULUS DAN GEOMETRI ANALITIS JILID II;PURCELL , EDWIN J;515.15;II
494;KALKULUS;MARTONO , KOKO;515;II
495;LOGIKA MATEMATIKA;HENDROWATI , RETNO;510;II
496;PERENCANAAN DAN PEMODELAN TRANSPORTASI;TAMIN ,OFYAR Z;629.04;V
497;MATEMATIKA UNTUK EKONOMI;DOWLING ,EDWARD T;330.145.3;V
498;KOMUNIKASI DATA;GREEN ,DC;4.6;I
499;MENGENAL ARTIFICIAL INTELLIGENCE;SUPARMAN;519;V
500;SOFTWARE ENGINEERING A PRACTITIONER'S APPROACH;PRESSMAN , ROGER S;001.64.25;I
501;MATEMATIKA UNTUK EKONOMI;FERIYANTO ,NUR;330.145.3;V
502;INTRODUCTION TO REAL ANALISIS;BARTLE ,ROBERT G;515;II
503;DATA STRUCTURES & PROGRAM DESIGN;KRUSE , ROBERT L;5.72;I
504;A HANDBOOK OF STATISTICAL ANALYSES USING S-PLUS;EVERITT , BRIAN S;519;V
505;MODERN OPERATING  SYSTEMS;TANENBAUM ,ANDREW S;005.4'3;I
506;INTRODUCTION TO COMPUTER SCIENCE AN ALGORITHMIC APPROACH;TREMBLAY JEAN PAUL;005.1'2;I
507;COMPUTER NETWORK;TANENBAUM ,ANDREW S;4.6;I
508;ELEMENTS OF DYNAMIC OPTIMIZATIONS;CHIANG , ALPA C;330.01.51;V
509;DATA BASE MANAGEMENT SYSTEMS;RAMAKRISHNAN , RAGHU;5.74;I
510;AN INTRODUCTION TO FINANCIAL OPTION VALUATION;HIGHAM , DESMON J;332.64'53;V
511;ARTIFICIAL INTELEGENCE;SETIAWAN SANDI;519;V
512;MANAGEMENT INFORMATION SYSTEMS;MC LEOD RAYMOND;658403;V
513;THEORY AND PROBLEMS OF PROGRAMMING WITH C;GOTTFRIEND ,BYRON S;005.13.3;I
514;DATA STUCTURES & PROGRAM DESIGN;KRUSE ROBERT L;005.1'2;I
515;FUNDAMENTALS METHODS OF MATHEMATICAL ECONOMICS;CHIANG ,ALPHA C;330.01'51;V
516;CONCEPTS OF MATHEMATICAL MODELING;WALTER J , MEYER;511.8;II
517;SYNCHRONIZATION AND LINEARITY (AN ALGEBRA FOR DISCRETE EVENT SYSTEM);BACELLI ,FRANCOIS;3;I
518;PRINCIPLES OF FUNCTIONAL ANALYSIS;SCHECHTER , MARTIN;515.7;II
519;LINEAR ALGEBRA AN INTERACTIVE APPROACH;JAIN , S.K. GUNAWARDENA ,A.D.;"512;5";II
520;A FIRST COURSE IN ABSTRACT ALGEBRA RING. GROUP. AND FIELDS SECOND EDITION;ANDERSON ,MARLOW;512.02;II
521;MATHEMATICS METHODS AND MODELING FOR TODAYS MATHEMATICS CLASSROOM;DOSSEY , JOHN A;510'.71'2;II
522;MATHEMATICAL STATISTICS WITH APPLICATIONS;WACKERLY , DENNIS D;"519;5";V
523;THE MECHANICS OF NON LINEAR SYSTEMS WITH INTERNAL RESONANCES;MANEVICH , ARKADIY I;519;V
524;GRAPHS.ALGORITHMS AND OPTIMIZATION;KOCAY WILLIAM .;511.5;II
525;MORE MATHEMATICAL CHALLENGES;GARDINER , TONY;"510;71";II
526;LINEAR SYSTEM AND CONTROL AN OPERATOR PERSPECTIVE;CORLES ,MARTIN J;512;II
527;APLIED ANALYSIS (MATHEMATICAL METHODS IN NATURAL SCIENCE);SENBA , TAKASI;515;II
528;A. FIRST COURSE IN MATHEMATICAL MODELING;GIORDANO , RONALD S;511.8;II
529;SETS FUNCTIONS AND LOGIC AND INTRODUCTION TO ABSTRACT MATHEMATICS;DEVLIN , KEITH;510;II
530;NUMERICAL METHODS;FAIRES , J.DOUGLAS;519.4;V
531;SENIOR MATHEMATICAL CHALLENGE;GARDINER ,TONY;510.71;II
532;MATHEMATICAL CHALLENGES;GARDINER ,TONY;510.71;II
533;MULTIVARIABLE MATHEMATICS (LINEAR ALGEBRA MULTIVARIABLE CALCULUS AND MANIFOLDS);SHIFRIN ,THEODORE;510.5;II
534;MATHEMATICAL MODELLING WITH CASE STUDIES;BARNES , BELINDA;510.28;II
535;ANALYTIC NUMBER THEORY AN INTRODUCTORY COURSE;BATEMAN , PAUL T. DIAMOND , HAROLD G.;517;II
536;A CONCRETE APPROACH TO MATHEMATICAL MODELING;MESTERTON ,MICHAEL GIBBONS;511.8;II
537;GETTTING STARTED WITH SCIENTIFIC WORKPLACE. SCIENTIFIC WORD. & SCIENTIFIC NOTEBOOK VERSION 4.0;BAGBY , SUSAN;510;II
538;TYPESETTING DOCUMENTS IN SCIENTIFIC WORKPLACE & SCIENTIFIC WORD VERSION 4.0;BAGBY ,SUSAN PEARSON , GEORGE;510;II
539;CREATING DOCUMENTS WITH SCIENTIFIC WORKPLACE & SCIENTIFIC WORD VERSION 4.0;BAGBY , SUSAN;510;II
540;DOING MATHEMATICS WITH SCIENTIFIC WORK PLACE&SCIENTIFICS NOTEBOOK VERSION 4.0;HARDY DAREL W. WALKER CAROL L;510;II
541;STATISTICAL MODELS IN;CHAMBERS , JOHN M;519.5;V
542;DOING MATHEMATICS WITH SCIENTIFIC WORK PLACE;HARDY , DAREL W.;510;II
543;MATHEMATICAL ANALYSIS BUSINESS AND ECONOMICS APPLICATIONS;DRAPER , JEAN E. KLINGMAN , JANE S;510.2;II
544;THE NEWS LANGUAGE A PROGRAMMING ENVIRONMENT FOR DATA ANALYSIS AND GRAPHICS;BECKER , A RICHARD;519.5;V
545;APPLIED WAVELET ANALYSIS WITH S-PLUS;BRUCE , ANDREW;621.382.2;V
546;MATHEMATICAL STATISTICS;FREUND JOHN E.;519.5;V
547;THE DESIGN AND ANALYSIS OF PARALLEL ALGORITHMS;AKL , SELIM G;511.8;II
548;NEURAL NETWORKS IN FINANCE AND INVESTING;TRIPPI  R ROBERT;332.0285.63;V
549;TIME SERIES THEORY AND METHODS;BROCKWELL PETER J;519.5'5;V
550;DATABASE MANAGEMENT SYSTEMS;RAMAKRISHNAN;5.74;I
551;ELEMENTARY LINEAR ALGEBRA;ROBBES  ,ANTON;512.5;II
552;102 COMBINATORIAL PROBLEMS FROM THE USA IMO TEAM;ANDREESCU ,TITU;511.8;II
553;INDUSTRIAL MATHEMATICS;JOSHI , MOHAN ,C;510.6;II
554;INTRODUCTION TO GEOSTATISTICS APPLICATIONS TO HYDROGEOLOGY;KITANIDIS P.K;551.49.072;V
555;ANALYSIS OF FINANCIAL TIME SERIES;TSAY RUEY.S;332.01.519;V
556;INTRODUCTION TO STOCHASTIC CALCULUS  WITH APPLICATIONS;KLEBANER C FIMA;332.01.519;V
557;TEKNIK KONTROL AUTOMATIK JILID 2;OGATA , KATSUHIKO;629.804.3;V
558;TEKNIK KONTROL AUTOMATIK JILID 2;OGATA , KATSUHIKO;629.804;V
559;TEKNIK KONTROL AUTOMATIK JILID 2;OGATA , KATSUHIKO;629.804.3;V
560;TEKNIK KONTROL AUTOMATIK;OGATA , KATSUHIKO;629.804.3;V
561;RISK MANAGEMENT AND ANALYSIS VOLUME I MEASURING AND MODELLING FINANCIAL RISK;ALEXANDER , CAROL;332.64.5/ALE/R-II;V
562;RISK MANAGEMENT AND ANALYSIS VOLUME I MEASURING AND MODELLING FINANCIAL RISK;ALEXANDER , CAROL;332.64.5/ALE/R-II;V
563;GAMES.THEORY AND APPLICATIONS;THOMAS , LC;519.3;V
564;MODERN CONTROL ENGINEERING;OGATA , KATSUHIKO;510;II
565;MODERN CONTROL ENGINEERING;OGATA , KATSUHIKO;510;II
566;MODERN CONTROL ENGINEERING.THIRD EDITION;OGATA , KATSUHIKO;510;II
567;GAMES.THEORY AND APPLICATIONS;THOMAS , LC;332.601.51;V
568;DYNAMICS AND BIFURCATIONS;HALE ,JACK K;"621;401";V
569;AN INTRODUCTION TO CHAOTIC DYNAMICAL SYSTEMS;DEVANEY ,ROBERT L;515.3;II
570;102 COMBINATORIAL PROBLEMS;ANDREESCU , TITU;511.1;II
571;UNDERSTANDING ANALYSIS;ABBOT , STEPHEN;515;II
572;GEOMETRY : EUCLID AND BEYOND;HARTSHORNE , ROBIN;516.21;II
573;ATMOSPHERIC MODELING;CHOCK DP;510;II
574;DISCRETE MATHEMATICS ELEMENTARY AND BEYON;LOVASZ , L;510;II
575;TOPICS IN THE THEORY OF NUMBERS;SURANYI J;512.7;II
576;POSTMODERN ANALYSIS;JOST J;515;II
577;STATISTIC FOR BIOLOGY AND HEALTH LOGISTIC REGRESSION;KLEINBAUM DG;610.727;V
578;FIBONACCI NUMBERS;VOROBIEV;512.5;II
579;VECTOR CALCULUS;MATTHEWS;515.63;II
580;ELEMENTARY DIFFERENTIAL GEOMETRY;PRESSLEY , ANDREW;516.36;II
581;ELEMENTARY DIFFERENTIAL EQUATIONS WITH BOUNDARY VALUE PROBLEMS;EDWARDS CH;515.36;II
582;ELEMENTARY LINEAR ALGEBRA;KOLMAN BERNARD;512.5;II
583;FUNDAMENTALS OF COMPLEX ANALYSIS WITH APPLICATIONS TO ENGINEERING AND SCIENCE;SAFF E.B;515;II
584;INTRODUCTORY LINEAR ALGEBRA;KOLMAN , BERNARD;512.5;II
585;DISCRETE MATHEMATICS USING A COMPUTER;HALL , CORDELIA;510.285;II
586;CALCULUS;YUEN FONG;515;II
587;MANAGING MATHEMATICAL PROJECTS-WITH SUCCESS!;DYKE P.P.G;510.71;II
588;MATHEMATICAL ANALYSIS I;ZORICH V.A;515;II
589;MATHEMATICAL ANALYSIS II;ZORICH V.A;515;II
590;EXAMPLES AND THEORMS IN ANALYSIS;WALKER P;515;II
591;MATHEMATICAL METHODS OF CLASSICAL MECHANICS;ARNOLD;531.01`5515;V
592;COMPLEX ANALYSIS;LANG , SERGE;515;II
593;CALCULUS II;MARSDEN J;515;II
594;CALCULUS III;MARSDEN J;515;II
595;AN INTRODUCTION TO PARTIAL DIFFERENTIAL EQUATIONS;RENARDY M;515.353;II
596;THE FAST FOURIER TRANSFORM AND ITS APPLICATION;BRIGHAM ,E.ORAN;515.7'23;II
597;NUMERICAL MATHEMATICS;QUARTERONI A;519;V
598;SCIENTIFIC PAPERS AND PRESENTATIONS;DAVIS MARTHA;501.4;V
599;COMPARTMENTAL MODELING WITH NETWORKS;WALTER G.G;511.8;II
600;OCEAN CIRCULATION AND POLLUTION CONTROL û A MATHEMATICAL AND NUMERICAL INVESTIGATION;ILDEFONSON DIAZ;510.9;II
601;MATHEMATICAL POPULATION GENETICS;EWENS W.J;519.23;V
602;STOCHASTIC CALCULUS FOR FINANCE I;SHEREVE SE;332.01;V
603;STOCHASTIC CALCULUS FOR FINANCE II;SHEREVE SE;332.01.519.22;V
604;APPLIED MATHEMATIICS : BODY AND SOUL VOLUME I;ERIKSSON K;620.1;V
605;APPLIED MATHEMATICS : BODY AND SOUL VOLUME II;ERIKSSON K;620.1;V
606;APPLIED MATHEMATIICS : BODY AND SOUL VOLUME III;ERIKSSON K;620.1;V
607;ALGEBRA. VOL I;WAERDEN , VAN DER;512;II
608;ALGEBRA. VOL II;WAERDEN , VAN DER;512;II
